Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Age
1061,120,RL,41.0,4920,1,,1,Lvl,1,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,Mn,6.0,616,1.0,0,722,1338,GasA,5,1,SBrkr,1338,0,0,1338,1,0,2,0,2,1,4,6,0,0,0.0,Attchd,2001.0,Fin,2,582,3.0,3.0,1,0,0,170,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,213500,21
1062,30,C (all),120.0,18000,0,,1,Low,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3.0,3.0,No,1.0,0,1.0,0,894,894,GasA,3,1,SBrkr,894,0,0,894,0,0,1,0,2,1,3,6,0,0,0.0,Detchd,1994.0,RFn,3,1248,3.0,3.0,1,0,20,0,0,0,0,0.0,0.0,Shed,560,8,2008,ConLD,Normal,81000,87
1063,190,RM,85.0,13600,1,0.0,1,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,No,1.0,0,1.0,0,662,662,GasA,3,0,SBrkr,1422,915,0,2337,0,0,2,0,5,2,3,10,2,0,0.0,Detchd,1945.0,Unf,2,560,3.0,3.0,1,0,57,0,0,0,0,0.0,0.0,,0,9,2007,WD,Normal,90000,122
1064,30,RM,50.0,6000,1,,1,Lvl,1,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3.0,3.0,No,4.0,397,1.0,0,706,1103,GasA,4,1,SBrkr,1103,0,0,1103,0,0,1,0,2,1,4,5,0,1,4.0,Detchd,1976.0,Unf,2,440,3.0,3.0,1,166,120,0,0,0,0,0.0,3.0,,0,7,2006,WD,Normal,110500,97
1065,20,RL,,11000,1,,0,Lvl,1,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,3,3,CBlock,3.0,3.0,Mn,4.0,740,3.0,230,184,1154,GasA,5,1,SBrkr,1154,0,0,1154,0,0,1,1,3,1,3,6,0,1,1.0,Attchd,1966.0,RFn,2,480,3.0,3.0,1,0,58,0,0,0,0,0.0,3.0,,0,11,2009,WD,Normal,154000,56
1066,60,RL,80.0,14000,1,,1,Lvl,1,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,5.0,3.0,Gd,6.0,1201,1.0,0,105,1306,GasA,5,1,SBrkr,1306,954,0,2260,1,0,2,1,3,1,4,7,0,0,0.0,Attchd,1996.0,RFn,2,533,3.0,3.0,1,296,44,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,328000,26
1067,60,RL,59.0,7837,1,,0,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,1.0,0,1.0,0,799,799,GasA,4,1,SBrkr,799,772,0,1571,0,0,2,1,3,1,3,7,0,1,3.0,Attchd,1993.0,RFn,2,380,3.0,3.0,1,0,40,0,0,0,0,0.0,0.0,,0,5,2009,WD,Normal,178000,29
1068,60,RL,80.0,9760,1,,1,Lvl,1,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,3,3,CBlock,3.0,3.0,Gd,6.0,674,2.0,106,0,780,GasA,3,1,SBrkr,798,813,0,1611,1,0,1,1,4,1,3,7,0,0,0.0,Attchd,1964.0,RFn,2,442,3.0,3.0,1,328,128,0,0,189,0,0.0,0.0,,0,6,2008,WD,Normal,167900,58
1069,160,RM,42.0,3964,1,,1,Lvl,1,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4.0,3.0,No,5.0,837,1.0,0,105,942,GasA,4,1,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,3,10,4,1,4.0,Attchd,1973.0,Fin,2,576,3.0,3.0,1,728,20,0,0,0,0,0.0,4.0,,0,6,2006,WD,Normal,151400,49
1070,45,RL,60.0,9600,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,No,5.0,220,1.0,0,625,845,GasA,3,1,SBrkr,893,0,0,893,0,1,1,0,2,1,4,4,0,0,0.0,Detchd,1985.0,Unf,2,576,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,5,2007,WD,Normal,135000,73
1071,20,RL,72.0,10152,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,3,3,CBlock,3.0,3.0,No,4.0,586,1.0,0,462,1048,GasA,3,1,SBrkr,1048,0,0,1048,1,0,1,0,3,1,3,6,0,0,0.0,Attchd,1956.0,Unf,1,286,3.0,3.0,1,0,20,0,0,192,0,0.0,0.0,,0,6,2007,WD,Normal,135000,66
1072,60,RL,78.0,11700,1,,1,Lvl,1,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,No,3.0,298,1.0,0,429,727,GasA,5,1,SBrkr,829,727,0,1556,0,0,1,1,4,1,3,8,0,0,0.0,Attchd,1968.0,Unf,2,441,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,5,2009,WD,Normal,154000,54
1073,50,RL,50.0,7585,1,,1,Lvl,1,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2.0,2.0,Mn,1.0,0,1.0,0,810,810,GasA,2,1,FuseA,1002,454,0,1456,1,1,1,0,4,1,3,7,0,1,3.0,Detchd,1954.0,Unf,1,280,3.0,3.0,0,0,0,0,0,0,0,0.0,0.0,,0,8,2006,WD,Normal,91500,74
1074,60,RL,75.0,7950,1,,0,Bnk,1,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,3,3,CBlock,3.0,3.0,No,4.0,535,1.0,0,155,690,GasA,3,1,SBrkr,698,728,0,1426,0,0,1,1,3,1,3,6,0,0,0.0,Attchd,1977.0,Fin,2,440,3.0,3.0,1,252,0,0,0,0,0,0.0,3.0,,0,7,2009,WD,Normal,159500,45
1075,20,RL,74.0,8556,1,,1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,1.0,0,1.0,0,1240,1240,GasA,5,1,SBrkr,1240,0,0,1240,0,0,2,0,2,1,4,5,0,0,0.0,Attchd,2006.0,RFn,3,826,3.0,3.0,1,140,93,0,0,0,0,0.0,0.0,,0,5,2007,WD,Normal,194000,16
1076,70,RL,75.0,13125,1,,1,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,410,1.0,0,390,800,GasA,3,1,SBrkr,960,780,0,1740,0,0,1,1,3,1,3,6,0,2,4.0,Attchd,1940.0,Unf,1,240,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,7,2007,CWD,Normal,219500,82
1077,50,RL,60.0,10800,1,0.0,1,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2.0,3.0,No,5.0,626,1.0,0,170,796,GasA,4,1,SBrkr,1096,370,0,1466,0,1,2,0,3,1,4,7,1,1,3.0,Attchd,1950.0,Unf,2,566,3.0,3.0,1,436,21,0,0,0,0,0.0,0.0,Shed,500,4,2006,WD,Normal,170000,86
1078,20,RL,,15870,1,,0,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,3,3,CBlock,3.0,3.0,Mn,4.0,75,3.0,791,230,1096,GasA,5,1,SBrkr,1096,0,0,1096,1,0,1,0,3,1,3,6,0,0,0.0,Attchd,1969.0,Fin,1,299,3.0,3.0,1,240,32,0,0,0,0,0.0,0.0,,0,3,2006,WD,Abnorml,138800,53
1079,120,RM,37.0,4435,1,,1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4.0,3.0,Mn,6.0,662,1.0,0,186,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,0,1,4.0,Attchd,2004.0,RFn,2,420,3.0,3.0,1,140,0,0,0,0,0,0.0,0.0,,0,5,2006,WD,Normal,155900,18
1080,20,RL,65.0,8775,1,,1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,6.0,495,1.0,0,495,990,GasA,4,1,SBrkr,990,0,0,990,0,0,1,0,3,1,3,5,0,0,0.0,Attchd,1996.0,Unf,1,299,3.0,3.0,1,0,64,0,0,0,0,0.0,0.0,,0,4,2007,WD,Normal,126000,28
1081,20,RL,80.0,11040,1,,1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,4,4,CBlock,3.0,3.0,No,5.0,656,1.0,0,602,1258,GasA,5,1,SBrkr,1258,0,0,1258,0,1,2,0,3,1,4,5,0,0,0.0,Attchd,1971.0,RFn,2,528,3.0,3.0,1,55,0,0,216,0,0,0.0,0.0,,0,10,2008,COD,Abnorml,145000,51
1082,20,RL,75.0,7500,1,,1,Lvl,1,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,5.0,824,1.0,0,216,1040,GasA,2,1,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,5,0,0,0.0,Attchd,1963.0,Fin,1,308,3.0,3.0,1,0,0,220,0,0,0,0.0,3.0,,0,6,2010,WD,Normal,133000,59
1083,20,RL,70.0,8749,1,,1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,4,3,PConc,4.0,3.0,No,1.0,0,1.0,0,1459,1459,GasA,5,1,SBrkr,1459,0,0,1459,0,0,2,0,3,1,4,6,0,1,4.0,Attchd,2002.0,RFn,2,527,3.0,3.0,1,192,39,0,0,0,0,0.0,0.0,,0,9,2007,WD,Normal,192000,20
1084,20,RL,80.0,8800,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3.0,3.0,No,4.0,553,1.0,0,698,1251,GasA,3,1,SBrkr,1251,0,0,1251,1,0,1,0,3,1,3,6,0,2,4.0,Attchd,1964.0,RFn,1,461,3.0,3.0,1,0,116,0,0,0,0,0.0,3.0,Shed,700,3,2006,WD,Normal,160000,58
1085,60,RL,,13031,1,,0,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,No,5.0,592,1.0,0,99,691,GasA,4,1,SBrkr,691,807,0,1498,0,0,2,1,3,1,3,6,0,1,3.0,Attchd,1995.0,Fin,2,409,3.0,3.0,1,315,44,0,0,0,0,0.0,0.0,,0,7,2006,WD,Normal,187500,27
1086,85,RL,73.0,9069,1,,1,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,Av,6.0,747,1.0,0,189,936,GasA,5,1,SBrkr,996,0,0,996,1,0,1,0,2,1,4,5,0,0,0.0,Attchd,1992.0,Unf,2,564,3.0,3.0,1,120,0,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,147000,30
1087,160,RM,,1974,1,,1,Lvl,1,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,334,1.0,0,212,546,GasA,3,1,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,0,0,0.0,Attchd,1973.0,RFn,1,286,3.0,3.0,1,120,96,0,0,0,0,0.0,0.0,,0,5,2010,WD,Normal,83500,49
1088,60,FV,85.0,10574,1,,1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Mn,1.0,0,1.0,0,1082,1082,GasA,5,1,SBrkr,1082,871,0,1953,0,0,2,1,3,1,4,9,0,1,4.0,Attchd,2005.0,RFn,3,1043,3.0,3.0,1,160,50,0,0,0,0,0.0,0.0,,0,5,2009,WD,Normal,252000,17
1089,160,RM,24.0,2522,1,,1,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4.0,3.0,No,1.0,0,1.0,0,970,970,GasA,5,1,SBrkr,970,739,0,1709,0,0,2,0,3,1,4,7,4,0,0.0,Detchd,2004.0,Unf,2,380,3.0,3.0,1,0,40,0,0,0,0,0.0,0.0,,0,4,2006,WD,Normal,137500,18
1090,120,FV,37.0,3316,1,1.0,0,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,No,6.0,1039,1.0,0,208,1247,GasA,5,1,SBrkr,1247,0,0,1247,1,0,1,1,1,1,4,4,0,1,4.0,Attchd,2005.0,Fin,2,550,3.0,3.0,1,0,84,0,0,0,0,0.0,0.0,,0,4,2006,WD,Normal,197000,17
1091,90,RL,60.0,8544,1,,1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,Slab,0.0,0.0,0,0.0,0,0.0,0,0,0,Wall,2,0,FuseA,1040,0,0,1040,0,0,2,0,2,2,3,6,0,0,0.0,Detchd,1987.0,Unf,2,400,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,6,2009,WD,Normal,92900,72
1092,160,FV,24.0,2160,1,1.0,1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4.0,3.0,No,4.0,510,1.0,0,90,600,GasA,5,1,SBrkr,624,628,0,1252,1,0,2,1,2,1,4,4,0,0,0.0,Detchd,1999.0,Unf,2,462,3.0,3.0,1,0,48,0,0,0,0,0.0,0.0,,0,3,2008,WD,Normal,160000,23
1093,50,RL,60.0,8400,1,,1,Bnk,1,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,No,3.0,423,1.0,0,758,1181,GasA,2,1,SBrkr,1390,304,0,1694,0,0,2,0,4,1,3,7,0,1,4.0,Detchd,1925.0,Unf,2,576,3.0,3.0,1,342,0,128,0,0,0,0.0,0.0,,0,6,2008,WD,Normal,136500,97
1094,20,RL,71.0,9230,1,,1,Lvl,1,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3.0,3.0,Mn,6.0,661,1.0,0,203,864,GasA,4,1,SBrkr,1200,0,0,1200,1,0,1,1,1,1,4,6,0,0,0.0,Detchd,1977.0,Unf,2,884,3.0,3.0,1,0,64,0,0,0,0,0.0,3.0,,0,10,2006,WD,Normal,146000,57
1095,20,RL,74.0,5868,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,248,3.0,240,448,936,GasA,5,1,SBrkr,936,0,0,936,1,0,1,0,2,1,3,4,0,0,0.0,Attchd,1956.0,Fin,1,308,3.0,3.0,1,0,0,80,0,160,0,0.0,0.0,,0,5,2010,WD,Normal,129000,66
1096,20,RL,78.0,9317,1,,0,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,No,6.0,24,1.0,0,1290,1314,GasA,4,1,SBrkr,1314,0,0,1314,0,0,2,0,3,1,4,6,0,1,4.0,Attchd,2006.0,RFn,2,440,3.0,3.0,1,0,22,0,0,0,0,0.0,0.0,,0,3,2007,WD,Normal,176432,16
1097,70,RM,60.0,6882,1,,1,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,No,1.0,0,1.0,0,684,684,GasA,3,1,SBrkr,773,582,0,1355,0,0,1,1,3,1,4,7,0,0,0.0,,,0,0,0,0.0,0.0,1,136,0,115,0,0,0,0.0,0.0,,0,3,2007,WD,Normal,127000,108
1098,120,RL,,3696,1,,1,Lvl,1,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4.0,3.0,No,1.0,0,1.0,0,1074,1074,GasA,5,1,SBrkr,1088,0,0,1088,0,0,1,1,2,1,4,5,0,0,0.0,Attchd,1987.0,RFn,2,461,3.0,3.0,1,0,74,137,0,0,0,0.0,0.0,,0,10,2007,WD,Normal,170000,36
1099,50,RM,50.0,6000,1,,1,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,No,4.0,672,1.0,0,0,672,GasA,3,1,SBrkr,757,567,0,1324,0,0,1,0,3,1,3,6,0,0,0.0,Detchd,1936.0,Unf,1,240,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,7,2009,WD,Normal,128000,86
1100,20,RL,82.0,11880,1,,0,Lvl,1,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,3,CBlock,4.0,3.0,No,5.0,704,1.0,0,567,1271,GasA,3,1,SBrkr,1601,0,0,1601,0,0,2,0,3,1,3,7,0,1,3.0,Attchd,1978.0,RFn,2,478,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,4,2009,COD,Abnorml,157000,44
1101,30,RL,60.0,8400,1,,1,Bnk,1,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,2.0,No,3.0,290,1.0,0,0,290,GasA,3,0,FuseF,438,0,0,438,0,0,1,0,1,1,2,3,0,0,0.0,Detchd,1930.0,Unf,1,246,3.0,3.0,0,0,0,0,0,0,0,0.0,0.0,,0,1,2009,WD,Normal,60000,102
1102,20,RL,61.0,9758,1,,0,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,412,2.0,287,251,950,GasA,3,1,SBrkr,950,0,0,950,0,0,1,0,3,1,3,5,0,0,0.0,Detchd,1981.0,Unf,1,280,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,7,2007,WD,Normal,119500,51
1103,20,RL,70.0,7000,1,,1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,3.0,3.0,No,3.0,588,1.0,0,422,1010,GasA,5,1,SBrkr,1134,0,0,1134,0,0,1,0,2,1,3,6,0,0,0.0,Attchd,1960.0,RFn,1,254,3.0,3.0,1,0,16,0,0,0,0,0.0,1.0,,0,4,2007,WD,Family,135000,62
1104,20,RL,79.0,8910,1,,1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,Mn,5.0,655,1.0,0,0,655,GasA,5,1,SBrkr,1194,0,0,1194,0,1,1,0,3,1,3,6,0,1,2.0,BuiltIn,1954.0,Fin,2,539,3.0,3.0,1,0,0,192,0,0,0,0.0,0.0,,0,7,2006,WD,Normal,159500,63
1105,160,RM,24.0,2016,1,,1,Lvl,1,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,3,CBlock,3.0,3.0,No,1.0,0,1.0,0,630,630,GasA,3,1,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,0,0,0.0,Detchd,1970.0,Unf,2,440,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,4,2007,WD,Normal,106000,52
1106,60,RL,98.0,12256,1,,0,Lvl,1,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5.0,3.0,Av,6.0,1032,1.0,0,431,1463,GasA,5,1,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,4,9,0,2,3.0,Attchd,1994.0,RFn,2,712,3.0,3.0,1,186,32,0,0,0,0,0.0,0.0,,0,4,2010,WD,Normal,325000,28
1107,20,RL,114.0,10357,1,,0,Lvl,1,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,Mn,6.0,738,1.0,0,172,910,GasA,4,1,SBrkr,1442,0,0,1442,1,0,2,0,3,1,4,6,0,1,3.0,Attchd,1990.0,Fin,2,719,3.0,3.0,1,0,244,0,0,0,0,0.0,0.0,,0,5,2007,WD,Normal,179900,32
1108,60,RL,168.0,23257,1,,0,HLS,1,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,4.0,No,1.0,0,1.0,0,868,868,GasA,5,1,SBrkr,887,1134,0,2021,0,0,2,1,3,1,4,9,0,1,4.0,BuiltIn,2006.0,RFn,2,422,3.0,3.0,1,0,100,0,0,0,0,0.0,0.0,,0,9,2006,New,Partial,274725,16
1109,60,RL,,8063,1,,1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,1.0,0,1.0,0,924,924,GasA,5,1,SBrkr,948,742,0,1690,0,0,2,1,3,1,3,7,0,1,3.0,Attchd,2000.0,RFn,2,463,3.0,3.0,1,100,48,0,0,0,0,0.0,0.0,,0,11,2007,WD,Abnorml,181000,22
1110,20,RL,107.0,11362,1,,0,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5.0,3.0,Mn,6.0,1039,1.0,0,797,1836,GasA,5,1,SBrkr,1836,0,0,1836,1,0,2,0,3,1,4,7,0,1,4.0,Attchd,2004.0,Fin,3,862,3.0,3.0,1,125,185,0,0,0,0,0.0,0.0,,0,3,2009,WD,Normal,280000,18
1111,60,RL,,8000,1,,1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,No,6.0,219,1.0,0,554,773,GasA,4,1,SBrkr,773,885,0,1658,1,0,2,1,3,1,3,8,0,1,3.0,Attchd,1995.0,Fin,2,431,3.0,3.0,1,224,84,0,0,0,0,0.0,0.0,,0,6,2008,WD,Normal,188000,27
1112,60,RL,80.0,10480,1,,1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3.0,3.0,No,5.0,403,1.0,0,400,803,GasA,3,1,SBrkr,1098,866,0,1964,0,0,2,1,4,1,3,8,0,1,4.0,Attchd,1976.0,RFn,2,483,3.0,3.0,1,0,69,0,0,0,0,0.0,0.0,,0,9,2008,WD,Normal,205000,46
1113,20,RL,73.0,7100,1,,0,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,No,6.0,708,1.0,0,108,816,GasA,3,1,FuseA,816,0,0,816,1,0,1,0,2,1,3,5,0,0,0.0,Detchd,1957.0,Unf,1,308,3.0,3.0,1,0,0,0,0,0,0,0.0,0.0,,0,7,2006,WD,Normal,129900,65
